0,1,2,3
56313,26809514,9,"12 Rooms, 3 Bedrooms, 2 Bath/powder rooms"
56314,26809514,10,"$24,060"
56315,26809514,11,Basement 6 feet or +
56316,27822329,3,Residential only
56317,27822329,4,Detached
56318,27822329,5,1930
56319,27822329,12,"1,000 sqft"
56320,27822329,13,"Driveway (3), Garage (1)"
56321,27822329,6,Stove - Other
56322,27822329,7,Residential (2)
56323,27822329,8,"1 x 6 ½,  1 x 8 ½"
56324,27822329,9,"8 Rooms, 4 Bedrooms, 1 Bath/powder room"
56325,27822329,10,"$8,700"
56326,27822329,11,Basement 6 feet or +
56327,23099861,1,"3,331,843 sqft"
56328,23099861,2,"Agricultural, Residential"
56329,28502795,1,"23,670 sqft"
56330,28502795,2,Residential
56331,19684447,1,"43,077 sqft"
56332,19684447,2,Residential
56333,13950765,1,"32,292 sqft"
56334,13950765,2,Residential
56335,28712058,5,2002
56336,28712058,1,"59,740 sqft"
56337,28712058,13,Garage (3)
56338,28712058,6,"Fireplace - Other, Gas fireplace, Stove - Other"
56339,16457287,3,Residential only
56340,16457287,4,Detached
56341,16457287,5,"To be built, New"
56342,16457287,12,"1,200 sqft"
56343,16457287,13,Driveway (8)
56344,16457287,7,Residential (4)
56345,16457287,8,"2 x 3 ½,  2 x 5 ½"
56346,16457287,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
56347,16457287,10,"$42,600"
56348,20170181,3,Commercial only
56349,20170181,5,1938
56350,20170181,14,"From 1,600 sqft to 8,500 sqft"
56351,20170181,12,"8,100 sqft"
56352,20170181,1,"7,061 sqft"
56353,20170181,7,Commercial (4)
56354,20170181,15,"Health centre, Bar, Restaurant"
56355,17279369,1,"6,800 sqft"
56356,17279369,2,Residential
56357,14054912,3,Residential only
56358,14054912,4,Detached
56359,14054912,5,2004
56360,14054912,1,"5,452 sqft"
56361,14054912,13,Driveway (4)
56362,14054912,7,Residential (2)
56363,14054912,8,"1 x 4 ½,  1 x 8 ½"
56364,14054912,9,"8 Rooms, 4 Bedrooms, 2 Bath/powder rooms"
56365,14054912,10,"$26,460"
56366,14054912,11,Basement 6 feet or +
56367,11237908,1,"118,145 sqft"
56368,11237908,2,Residential
56369,12877086,3,Residential only
56370,12877086,4,Detached
56371,12877086,5,1920
56372,12877086,12,"4,734 sqft"
56373,12877086,13,Driveway (1)
56374,12877086,7,Residential (4)
56375,12877086,8,4 x 3 ½
56376,12877086,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
56377,12877086,10,"$21,840"
56378,15036244,1,"68,376 sqft"
56379,15036244,2,Residential
56380,27938369,3,Commercial only
56381,27938369,5,Unknown age
56382,27938369,14,"8,930 sqft"
56383,27938369,1,"30,018 sqft"
56384,27938369,7,Commercial (1)
56385,27938369,15,Dealer
56386,19715622,3,Residential only
56387,19715622,4,Detached
56388,19715622,5,"To be built, New"
56389,19715622,1,"9,294 sqft"
56390,19715622,13,Driveway (2)
56391,19715622,7,Residential (3)
56392,19715622,8,3 x 4 ½
56393,19715622,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
56394,19715622,10,"$33,960"
56395,10359446,1,"58,900 sqft"
56396,10359446,2,Residential
56397,21155658,3,Residential and commercial
56398,21155658,4,Detached
56399,21155658,5,1946
56400,21155658,14,865 sqft
56401,21155658,1,"8,064 sqft"
56402,21155658,13,Driveway (6)
56403,21155658,7,"Residential (1), Commercial (1)"
56404,21155658,18,1 x 5 ½
56405,21155658,9,"5 Rooms, 2 Bedrooms, 1 Bath/powder room"
56406,21155658,10,"$25,188"
56407,21155658,11,Basement 6 feet or +
56408,20148616,1,"17,139 sqft"
56409,20148616,2,Residential
56410,11414896,5,2015
56411,11414896,1,"12,325,580 sqft"
56412,11414896,13,"Driveway (8), Garage (3)"
56413,11414896,6,Wood stove
56414,24291468,3,Commercial only
56415,24291468,5,1950
56416,24291468,14,960 sqft
56417,24291468,12,480 sqft
56418,24291468,1,"3,000 sqft"
56419,24291468,7,Commercial (1)
56420,24291468,15,Other
56421,14976414,1,"11,512 sqft"
56422,14976414,2,Commercial
56423,26098158,3,Residential only
56424,26098158,4,Detached
56425,26098158,5,1956
56426,26098158,1,"7,478 sqft"
56427,26098158,13,Driveway (4)
56428,26098158,7,Residential (2)
56429,26098158,8,2 x 4 ½
56430,26098158,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
56431,26098158,10,"$13,500"
56432,17920069,1,"48,299 sqft"
56433,17920069,2,Resort
56434,24135288,3,Residential only
56435,24135288,4,Detached
56436,24135288,5,1950
56437,24135288,12,"1,444 sqft"
56438,24135288,1,"135,120 sqft"
56439,24135288,13,"Driveway (10), Garage (2)"
56440,24135288,6,Pellet stove
56441,24135288,7,Residential (2)
56442,24135288,8,"1 x 4 ½,  1 x Other"
56443,24135288,9,"11 Rooms, 4 Bedrooms, 2 Bath/powder rooms"
56444,24135288,10,"$21,000"
56445,24135288,11,Basement 6 feet or +
56446,28923557,1,"28,631 sqft"
56447,28923557,2,Residential
56448,27916064,1,"332,821 sqft"
56449,27916064,2,Residential
56450,22721835,3,Residential and commercial
56451,22721835,4,Semi-detached
56452,22721835,5,1964
56453,22721835,14,"From 1,000 sqft to 3,700 sqft"
56454,22721835,12,"1,078 sqft"
56455,22721835,1,"2,700 sqft"
56456,22721835,7,Commercial (3)
56457,22721835,10,"$24,000"
56458,19372272,3,Residential only
56459,19372272,4,Detached
56460,19372272,5,1955
56461,19372272,12,"1,162 sqft"
56462,19372272,1,"5,000 sqft"
56463,19372272,13,"Driveway (4), Garage (1)"
56464,19372272,7,Residential (2)
56465,19372272,8,"1 x 5 ½,  1 x 6 ½"
56466,19372272,9,"6 Rooms, 3 Bedrooms, 1 Bath/powder room"
56467,19372272,10,"$12,600"
56468,19372272,11,Basement 6 feet or +
56469,10459917,3,Commercial and office space
56470,10459917,5,1902
56471,10459917,14,"2,181 sqft"
56472,10459917,7,Commercial (1)
56473,20741299,1,"46,317 sqft"
56474,20741299,2,Residential
56475,11589371,1,"19,877 sqft"
56476,11589371,2,"Residential, Resort"
56477,18289665,1,"3,741,099 sqft"
56478,18289665,2,Residential
56479,16403925,3,Residential only
56480,16403925,4,Semi-detached
56481,16403925,5,1990
56482,16403925,1,"4,871 sqft"
56483,16403925,7,Residential (3)
56484,16403925,8,3 x 4 ½
56485,16403925,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
56486,16403925,10,"$25,980"
56487,24623871,3,Commercial and industrial
56488,24623871,5,1955
56489,24623871,14,"2,240 sqft"
56490,24623871,12,"2,240 sqft"
56491,24623871,1,"43,041 sqft"
56492,24623871,7,Commercial (1)
56493,14207075,1,"25,825 sqft"
56494,14207075,2,Residential
56495,27456103,3,Residential only
56496,27456103,4,Detached
56497,27456103,5,1905
56498,27456103,12,"4,141 sqft"
56499,27456103,1,"9,469 sqft"
56500,27456103,13,Driveway (8)
56501,27456103,7,Residential (4)
56502,27456103,8,"1 x 3 ½,  3 x 4 ½"
56503,27456103,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
56504,27456103,10,"$16,560"
56505,27456103,11,Basement 6 feet or +
56506,24041759,3,Residential only
56507,24041759,4,Attached
56508,24041759,5,1948
56509,24041759,12,848 sqft
56510,24041759,1,"2,399 sqft"
56511,24041759,13,Driveway (1)
56512,24041759,7,Residential (2)
56513,24041759,8,"1 x 4 ½,  1 x 6 ½"
56514,24041759,9,"6 Rooms, 3 Bedrooms, 1 Bath/powder room"
56515,24041759,10,"$10,920"
56516,24041759,11,Basement 6 feet or +
56517,23115526,1,"10,696 sqft"
56518,23115526,2,Residential
56519,26832788,1,"39,803 sqft"
56520,26832788,2,Residential
56521,20770112,1,"11,050 sqft"
56522,20770112,2,Residential
56523,16558159,3,Residential only
56524,16558159,4,Semi-detached
56525,16558159,5,"To be built, New"
56526,16558159,12,"1,267 sqft"
56527,16558159,1,"4,397 sqft"
56528,16558159,7,Residential (3)
56529,16558159,8,3 x 6 ½
56530,16558159,9,"6 Rooms, 3 Bedrooms, 1 Bath/powder room"
56531,16558159,10,"$37,620"
56532,23860012,3,Residential only
56533,23860012,4,Detached
56534,23860012,5,1945
56535,23860012,1,"5,687 sqft"
56536,23860012,13,"Driveway (5), Garage (2)"
56537,23860012,7,Residential (2)
56538,23860012,8,"1 x 4 ½,  1 x 7 ½"
56539,23860012,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
56540,23860012,10,"$18,300"
56541,12840096,3,Residential only
56542,12840096,4,Detached
56543,12840096,5,1940
56544,12840096,12,846 sqft
56545,12840096,1,"27,387 sqft"
56546,12840096,7,Residential (3)
56547,12840096,8,3 x 5 ½
56548,12840096,9,"5 Rooms, 2 Bedrooms, 1 Bath/powder room"
56549,12840096,10,"$14,676"
56550,11203437,3,Commercial and residential
56551,11203437,5,Unknown age
56552,11203437,14,"161,499 sqft"
56553,11203437,1,"161,499 sqft"
56554,11203437,7,"Residential (5), Commercial (1)"
56555,11203437,15,Inn
56556,10431061,3,Residential only
56557,10431061,4,Semi-detached
56558,10431061,5,"To be built, New"
56559,10431061,1,"6,372 sqft"
56560,10431061,13,Driveway (2)
56561,10431061,7,Residential (3)
56562,10431061,8,3 x 4 ½
56563,10431061,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
56564,10431061,10,"$30,600"
56565,27048334,1,"13,682,984 sqft"
56566,27048334,2,Agricultural
56567,16522323,3,Residential only
56568,16522323,4,Detached
56569,16522323,5,1953
56570,16522323,1,"4,628 sqft"
56571,16522323,13,"Driveway (4), Garage (1)"
56572,16522323,7,Residential (5)
56573,16522323,8,"4 x 2 ½,  1 x 5 ½"
56574,16522323,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
56575,16522323,10,"$24,300"
56576,28788146,1,"550,935 sqft"
56577,28788146,2,Other
56578,14134150,1,"29,528 sqft"
56579,14134150,2,Residential
56580,21435406,1,"42,992 sqft"
56581,21435406,2,Residential
56582,17064981,3,Residential only
56583,17064981,4,Detached
56584,17064981,5,1957
56585,17064981,1,"8,999 sqft"
56586,17064981,13,"Driveway (8), Garage (1)"
56587,17064981,16,Above-ground
56588,17064981,7,Residential (2)
56589,17064981,8,"1 x 4 ½,  1 x 7 ½"
56590,17064981,9,"7 Rooms, 3 Bedrooms, 1 Bath/powder room"
56591,17064981,10,"$4,800"
56592,17064981,11,Basement 6 feet or +
56593,15565987,1,"32,561 sqft"
56594,15565987,2,Residential
56595,28709584,15,Restaurant
56596,22980979,3,Residential only
56597,22980979,4,Detached
56598,22980979,5,2012
56599,22980979,12,"1,600 sqft"
56600,22980979,1,"7,378 sqft"
56601,22980979,13,Driveway (2)
56602,22980979,7,Residential (3)
56603,22980979,8,3 x 4 ½
56604,22980979,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
56605,22980979,10,"$25,740"
56606,22980979,11,Basement 6 feet or +
56607,23379782,3,Residential only
56608,23379782,4,Detached
56609,23379782,5,2009
56610,23379782,1,"7,141 sqft"
56611,23379782,7,Residential (2)
56612,23379782,8,2 x 5 ½
56613,23379782,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
56614,23379782,10,"$15,600"
56615,14645586,3,Residential and commercial
56616,14645586,4,Detached
56617,14645586,5,1964
56618,14645586,14,"From 800 sqft to 3,200 sqft"
56619,14645586,12,"3,249 sqft"
56620,14645586,1,"18,300 sqft"
56621,14645586,13,Driveway (20)
56622,14645586,7,"Residential (14), Commercial (2)"
56623,14645586,8,"2 x 1 ½,  3 x 2 ½,  1 x 3 ½,  7 x 4 ½,  1 x 5 ½"
56624,14645586,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
56625,14645586,10,"$144,600"
56626,9906023,3,Residential only
56627,9906023,4,Detached
56628,9906023,5,Unknown age
56629,9906023,1,"15,836 sqft"
56630,9906023,7,Residential (3)
56631,9906023,8,"1 x 4 ½,  1 x 5 ½,  1 x 6 ½"
56632,9906023,9,"5 Rooms, 2 Bedrooms, 1 Bath/powder room"
56633,9906023,10,"$18,000"
56634,13134977,1,"35,650 sqft"
56635,13134977,2,"Agricultural, Commercial, Residential"
56636,17482482,3,Commercial only
56637,17482482,5,Unknown age
56638,17482482,14,"1,600 sqft"
56639,17482482,1,"3,962 sqft"
56640,17482482,7,Office (1)
56641,12364302,15,Restaurant
56642,26167916,1,"3,314,867 sqft"
56643,26167916,2,Residential
56644,24662099,1,"60,941 sqft"
56645,24662099,2,Other
56646,17528188,15,Coffee/Donuts
56647,18403027,3,Residential only
56648,18403027,4,Detached
56649,18403027,5,Unknown age
56650,18403027,1,"8,179 sqft"
56651,18403027,13,Driveway (6)
56652,18403027,7,Residential (4)
56653,18403027,8,"1 x 3 ½,  3 x 4 ½"
56654,18403027,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
56655,18403027,10,"$23,220"
56656,27166519,3,Commercial only
56657,27166519,5,Unknown age
56658,27166519,14,"2,500 sqft"
56659,27166519,1,"81,227 sqft"
56660,27166519,7,Commercial (1)
56661,27166519,15,Restaurant
56662,22300863,1,"18,540 sqft"
56663,22300863,2,Residential
56664,18743393,5,Unknown age
56665,18743393,1,"3,943,922 sqft"
56666,18743393,6,Wood stove
56667,18743393,11,Basement 6 feet or +
56668,12188766,3,Residential only
56669,12188766,4,Detached
56670,12188766,5,2010
56671,12188766,12,"1,140 sqft"
56672,12188766,1,"8,069 sqft"
56673,12188766,13,Driveway (4)
56674,12188766,7,Residential (2)
56675,12188766,8,2 x 5 ½
56676,12188766,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
56677,12188766,10,"$18,600"
56678,12188766,11,Basement 6 feet or +
56679,28621838,3,Commercial and industrial
56680,28621838,5,1930
56681,28621838,14,"From 9,805 sqft to 43,805 sqft"
56682,28621838,12,"43,805 sqft"
56683,28621838,1,"205,738 sqft"
56684,28621838,7,Industrial (3)
56685,28621838,15,"Moving company, Agricultural equipment, Building materials, Manufacturing companies, metallurgical processing, Packaging"
56686,9103860,3,Residential only
56687,9103860,4,Detached
56688,9103860,5,1956
56689,9103860,1,"2,250 sqft"
56690,9103860,13,Driveway (2)
56691,9103860,7,Residential (2)
56692,9103860,8,2 x 4 ½
56693,9103860,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
56694,9103860,10,"$12,840"
56695,22072168,3,Residential only
56696,22072168,4,Detached
56697,22072168,5,"Under construction, New"
56698,22072168,1,"5,500 sqft"
56699,22072168,7,Residential (14)
56700,22072168,8,"4 x 3 ½,  10 x 4 ½"
56701,22072168,10,"$152,640"
56702,12581524,3,Residential and commercial
56703,12581524,4,Detached
56704,12581524,5,1910
56705,12581524,1,"6,884 sqft"
56706,12581524,13,Driveway (5)
56707,12581524,7,Residential (3)
56708,12581524,8,"1 x 3 ½,  1 x 7 ½,  1 x 8 ½"
56709,12581524,9,"8 Rooms, 3 Bedrooms, 1 Bath/powder room"
56710,12581524,10,"$12,840"
56711,12581524,11,Basement 6 feet or +
56712,19802938,1,"410,105 sqft"
56713,19802938,2,Residential
56714,15324592,1,"7,314 sqft"
56715,15324592,2,Residential
56716,22486491,1,"48,846 sqft"
56717,22486491,2,"Residential, Resort"
56718,25180571,3,Residential only
56719,25180571,4,Detached
56720,25180571,5,"Under construction, New"
56721,25180571,12,"2,500 sqft"
56722,25180571,1,"13,458 sqft"
56723,25180571,7,Residential (6)
56724,25180571,8,"2 x 4 ½,  4 x 5 ½"
56725,25180571,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
56726,25180571,10,"$86,040"
56727,23453631,15,Grocery store
56728,17402772,3,Residential only
56729,17402772,4,Detached
56730,17402772,5,1954
56731,17402772,1,"4,376 sqft"
56732,17402772,13,"Driveway (2), Garage (1)"
56733,17402772,7,Residential (2)
56734,17402772,8,2 x 4 ½
56735,17402772,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
56736,17402772,10,"$17,100"
56737,17402772,11,Basement 6 feet or +
56738,25901954,3,Commercial and residential
56739,25901954,5,1957
56740,25901954,14,"2,200 sqft"
56741,25901954,1,"8,031 sqft"
56742,25901954,7,Commercial (1)
56743,10935918,3,Commercial and office space
56744,10935918,5,1988
56745,10935918,14,"4,209 sqft"
56746,10935918,12,"4,209 sqft"
56747,10935918,7,Commercial (1)
56748,14358822,3,Commercial and office space
56749,14358822,5,1958
56750,14358822,14,"4,698 sqft"
56751,14358822,12,"4,698 sqft"
56752,14358822,1,"5,000 sqft"
56753,14358822,7,Commercial (1)
56754,26226871,1,"13,068,000 sqft"
56755,26226871,2,Residential
56756,14171868,3,Residential and commercial
56757,14171868,4,Detached
56758,14171868,5,Unknown age
56759,14171868,14,"From 900 sqft to 1,800 sqft"
56760,14171868,12,"1,448 sqft"
56761,14171868,1,"5,722 sqft"
56762,14171868,13,Driveway (9)
56763,14171868,7,"Residential (4), Commercial (2)"
56764,14171868,8,"1 x 3 ½,  3 x 4 ½"
56765,14171868,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
56766,14171868,10,"$54,117"
56767,14171868,11,Basement 6 feet or +
56768,18570973,1,"6,464 sqft"
56769,18570973,2,Residential
56770,11290340,1,"14,584 sqft"
56771,11290340,2,Residential
56772,16725842,15,Restaurant
56773,28492812,1,"62,591 sqft"
56774,28492812,2,Residential
56775,25746525,15,Arts and Crafts
56776,26969708,1,"6,177 sqft"
56777,26969708,2,Residential
56778,25460231,3,Commercial and residential
56779,25460231,5,1964
56780,25460231,14,"2,084 sqft"
56781,25460231,12,"2,166 sqft"
56782,25460231,1,"7,203 sqft"
56783,25460231,7,Commercial (1)
56784,14984069,3,Residential only
56785,14984069,4,Detached
56786,14984069,5,2006
56787,14984069,1,"19,689 sqft"
56788,14984069,13,Driveway (4)
56789,14984069,7,Residential (2)
56790,14984069,8,"1 x 3 ½,  1 x 5 ½"
56791,14984069,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
56792,14984069,10,"$14,400"
56793,14984069,11,Basement 6 feet or +
56794,25098363,3,Residential only
56795,25098363,4,Detached
56796,25098363,5,Unknown age
56797,25098363,1,"11,760 sqft"
56798,25098363,13,Driveway (20)
56799,25098363,7,Residential (5)
56800,25098363,8,"4 x 4 ½,  1 x 5 ½"
56801,25098363,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
56802,25098363,10,"$49,200"
56803,28789838,1,"221,302 sqft"
56804,28789838,2,Residential
56805,21309763,1,"34,971 sqft"
56806,21309763,2,Residential
56807,23519869,1,"270,516 sqft"
56808,23519869,2,Residential
56809,17595223,3,Residential only
56810,17595223,4,Detached
56811,17595223,5,2010
56812,17595223,1,"4,813 sqft"
56813,17595223,7,Residential (2)
56814,17595223,8,"1 x 6 ½,  1 x 9 ½"
56815,17595223,9,"9 Rooms, 3 Bedrooms, 2 Bath/powder rooms"
56816,17595223,10,"$21,840"
56817,17595223,11,Basement 6 feet or +
56818,21465165,3,Residential only
56819,21465165,4,Detached
56820,21465165,5,1928
56821,21465165,1,"4,626 sqft"
56822,21465165,13,Driveway (4)
56823,21465165,7,Residential (4)
56824,21465165,8,"1 x 3 ½,  3 x 4 ½"
56825,21465165,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
56826,21465165,10,"$21,060"
56827,22677435,3,Residential only
56828,22677435,4,Detached
56829,22677435,5,Unknown age
56830,22677435,12,"1,552 sqft"
56831,22677435,1,"4,068 sqft"
56832,22677435,13,Driveway (6)
56833,22677435,7,Residential (2)
56834,22677435,8,2 x 6 ½
56835,22677435,9,"6 Rooms, 3 Bedrooms, 1 Bath/powder room"
56836,22677435,10,"$16,200"
56837,20670344,1,"40,306 sqft"
56838,20670344,2,Residential
56839,9144913,3,Commercial only
56840,9144913,5,1975
56841,9144913,14,"2,411 sqft"
56842,9144913,1,"30,074 sqft"
56843,9144913,7,Commercial (1)
56844,9144913,15,Motel
56845,19079228,3,Residential and commercial
56846,19079228,4,Detached
56847,19079228,5,1964
56848,19079228,14,1 sqft
56849,19079228,12,"1,500 sqft"
56850,19079228,1,"7,000 sqft"
56851,19079228,13,"Driveway (2), Garage (1)"
56852,19079228,7,"Residential (1), Office (1)"
56853,19079228,18,1 x 9 ½
56854,19079228,9,"9 Rooms, 2 Bedrooms, 2 Bath/powder rooms"
56855,19079228,10,$24
56856,19079228,11,Basement 6 feet or +
56857,12037052,1,"4,942 sqft"
56858,12037052,2,Residential
56859,11163532,1,"17,460,616 sqft"
56860,11163532,2,Resort
56861,12427285,1,"5,680 sqft"
56862,12427285,2,Residential
56863,23252803,3,Residential and commercial
56864,23252803,4,Semi-detached
56865,23252803,5,1970
56866,23252803,14,"2,500 sqft"
56867,23252803,12,"2,544 sqft"
56868,23252803,1,"6,000 sqft"
56869,23252803,13,Driveway (10)
56870,23252803,7,"Residential (6), Commercial (1)"
56871,23252803,8,"4 x 3 ½,  2 x 5 ½"
56872,23252803,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
56873,23252803,10,"$101,712"
56874,21088147,1,"13,485 sqft"
56875,21088147,2,Residential
56876,14184485,3,Residential only
56877,14184485,4,Detached
56878,14184485,5,1970
56879,14184485,1,"5,999 sqft"
56880,14184485,13,Driveway (4)
56881,14184485,7,Residential (2)
56882,14184485,8,"1 x 6 ½, 1 x 10 ½"
56883,14184485,9,"10 Rooms, 3 Bedrooms, 1 Bath/powder room"
56884,14184485,10,"$14,700"
56885,14184485,11,Basement 6 feet or +
56886,28403033,1,"32,292 sqft"
56887,28403033,2,Residential
56888,24828541,3,Residential only
56889,24828541,4,Semi-detached
56890,24828541,5,1929
56891,24828541,12,"1,377 sqft"
56892,24828541,1,"2,582 sqft"
56893,24828541,13,Garage (2)
56894,24828541,7,Residential (5)
56895,24828541,8,"4 x 4 ½,  1 x 7 ½"
56896,24828541,9,"7 Rooms, 3 Bedrooms, 1 Bath/powder room"
56897,24828541,10,"$72,900"
56898,24828541,11,Basement 6 feet or +
56899,14966261,1,"6,600 sqft"
56900,14966261,2,Residential
56901,22752511,1,"2,221,560 sqft"
56902,22752511,2,Residential
56903,19698098,1,"57,000 sqft"
56904,19698098,2,Residential
56905,27447505,3,Residential only
56906,27447505,4,Semi-detached
56907,27447505,5,1939
56908,27447505,1,"4,704 sqft"
56909,27447505,13,"Driveway (4), Garage (2)"
56910,27447505,7,Residential (2)
56911,27447505,8,2 x 7 ½
56912,27447505,9,"7 Rooms, 3 Bedrooms, 1 Bath/powder room"
56913,27447505,10,"$18,000"
56914,22604491,1,"37,492 sqft"
56915,22604491,2,Residential
56916,14113791,1,"42,065 sqft"
56917,14113791,2,Residential
56918,25066912,1,"2,178,000 sqft"
56919,25066912,2,Resort
56920,15441852,1,"7,500 sqft"
56921,15441852,2,Residential
56922,16609221,3,Residential only
56923,16609221,4,Detached
56924,16609221,5,1988
56925,16609221,1,"14,867 sqft"
56926,16609221,13,"Carport (1), Driveway (6)"
56927,16609221,6,Gas fireplace
56928,16609221,7,Residential (2)
56929,16609221,8,"1 x 8 ½,  1 x Other"
56930,16609221,9,"11 Rooms, 3 Bedrooms, 2 Bath/powder rooms"
56931,16609221,10,"$19,800"
56932,16609221,11,Basement 6 feet or +
56933,23653108,1,"17,287 sqft"
56934,23653108,2,Residential
56935,25550044,1,"39,803 sqft"
56936,25550044,2,Residential
56937,24499388,1,"5,211 sqft"
56938,24499388,2,Residential
56939,25037875,1,"167,324 sqft"
56940,25037875,2,Residential
56941,25962119,1,"69,114 sqft"
56942,25962119,2,Residential
56943,25155343,15,Snack bar
56944,18455145,15,Hairdresser
56945,19988422,1,"86,499 sqft"
56946,19988422,2,Residential
56947,27165284,3,Residential only
56948,27165284,4,Detached
56949,27165284,5,1880
56950,27165284,1,"5,804 sqft"
56951,27165284,13,"Driveway (2), Garage (2)"
56952,27165284,6,Pellet stove
56953,27165284,7,Residential (2)
56954,27165284,8,"1 x 5 ½,  1 x 6 ½"
56955,27165284,9,"6 Rooms, 2 Bedrooms, 1 Bath/powder room"
56956,27165284,10,"$19,800"
56957,13211038,1,"5,234,348 sqft"
56958,13211038,2,Agricultural
56959,9358463,3,Residential only
56960,9358463,4,Semi-detached
56961,9358463,5,1951
56962,9358463,1,"3,136 sqft"
56963,9358463,13,Garage (1)
56964,9358463,7,Residential (2)
56965,9358463,8,2 x 5 ½
56966,9358463,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
56967,9358463,10,"$22,920"
56968,20506716,3,Residential only
56969,20506716,4,Detached
56970,20506716,5,1998
56971,20506716,1,"13,923 sqft"
56972,20506716,13,"Driveway (4), Garage (2)"
56973,20506716,16,Inground
56974,20506716,6,"Wood fireplace, Gas fireplace"
56975,20506716,7,Residential (2)
56976,20506716,8,"1 x 8 ½,  1 x Other"
56977,20506716,9,"8 Rooms, 3 Bedrooms, 2 Bath/powder rooms"
56978,20506716,10,"$18,000"
56979,20506716,11,"Waterfront, Navigable body of water"
56980,28737852,1,"38,750 sqft"
56981,28737852,2,Commercial
56982,20208819,1,"13,529 sqft"
56983,20208819,2,Residential
56984,24403978,3,Residential only
56985,24403978,4,Semi-detached
56986,24403978,5,2016
56987,24403978,12,"3,647 sqft"
56988,24403978,1,"4,052 sqft"
56989,24403978,13,Driveway (3)
56990,24403978,7,Residential (4)
56991,24403978,8,"1 x 3 ½,  1 x 4 ½,  2 x 5 ½"
56992,24403978,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
56993,24403978,10,"$40,500"
56994,24403978,11,Access to waterfront
56995,27155824,3,Residential only
56996,27155824,4,Detached
56997,27155824,5,2013
56998,27155824,1,"6,480 sqft"
56999,27155824,13,"Driveway (2), Garage (1)"
57000,27155824,7,Residential (2)
57001,27155824,8,"1 x 3 ½,  1 x 4 ½"
57002,27155824,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
57003,27155824,10,"$20,400"
57004,27155824,11,Basement 6 feet or +
57005,24640640,1,"32,292 sqft"
57006,24640640,2,Agricultural
57007,18642321,1,"147,035 sqft"
57008,18642321,2,Residential
57009,9689194,1,"43,057 sqft"
57010,9689194,2,Residential
57011,22999777,1,"61,351 sqft"
57012,22999777,2,Residential
57013,21248220,15,Coffee/Donuts
57014,20741847,1,"74,335 sqft"
57015,20741847,2,Residential
57016,12523631,3,Residential and commercial
57017,12523631,4,Detached
57018,12523631,5,Unknown age
57019,12523631,14,"1,400 sqft"
57020,12523631,12,"1,440 sqft"
57021,12523631,1,"7,837 sqft"
57022,12523631,13,"Driveway (2), Garage (1)"
57023,12523631,7,"Residential (1), Commercial (1)"
57024,12523631,18,1 x 5 ½
57025,12523631,9,"5 Rooms, 2 Bedrooms, 1 Bath/powder room"
57026,12523631,10,"$18,000"
57027,12523631,11,Basement 6 feet or +
57028,17524464,1,"37,534 sqft"
57029,17524464,2,Residential
57030,11830819,3,Residential only
57031,11830819,4,Detached
57032,11830819,5,1949
57033,11830819,1,"10,025 sqft"
57034,11830819,13,"Driveway (6), Garage (2)"
57035,11830819,6,Wood fireplace
57036,11830819,7,Residential (5)
57037,11830819,8,"2 x 2 ½,  1 x 3 ½,  1 x 5 ½,  1 x 6 ½"
57038,11830819,9,"5 Rooms, 2 Bedrooms, 1 Bath/powder room"
57039,11830819,10,"$47,700"
57040,11830819,11,Basement 6 feet or +
57041,10303115,3,Commercial and office space
57042,10303115,5,1955
57043,10303115,14,"From 4,500 sqft to 9,000 sqft"
57044,10303115,12,"4,500 sqft"
57045,10303115,1,"13,000 sqft"
57046,10303115,7,Commercial (2)
57047,12787478,1,"72,183 sqft"
57048,12787478,2,Residential
57049,22208504,1,"54,487 sqft"
57050,22208504,2,Residential
57051,19394984,1,"3,422,586 sqft"
57052,19394984,2,Other
57053,27489587,3,Residential only
57054,27489587,4,Detached
57055,27489587,5,1904
57056,27489587,12,"1,645 sqft"
